sku_id,location_name,at site,,at transit,at wh,sales_30_days,sales_60_days,sales_90_days,sku name,catalog_price,brands,category,assortment_group,markets,seasons,styles,size,department_name,department_external_id,product_name
P91165-02727A-067-08,Store #17,0,,0,0,0,0,0,PLAY ÑO BICOLOR - SF FALLING FROGS A 067-GRIS JASPE 8,359,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,8,Moda,1,PLAY ÑO BICOLOR - SF FALLING FROGS A 067-GRIS JASPE
P01055-01512A-223-08,Store #27,1,,0,0,1,1,1,PLAYERA ÑO M LARGA - SF RANITA CODOS A 223-VERDE 8,379,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL BEBE MASCULINO,VERANO 2022,MANGA LARGA,8,Moda,1,PLAYERA ÑO M LARGA - SF RANITA CODOS A 223-VERDE
P00130-02571A-023-65,Store #29,1,,1,8,3,4,7,PLAYERA BÁSICA INFANTIL - SF RANA ACUARELA A 023-BLANCO S,219,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,PRIMAVERA 2024,MANGA CORTA,S,Linea,2,PLAYERA BÁSICA INFANTIL - SF RANA ACUARELA A 023-BLANCO
P00130-02952A-173-64,Store #18,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF SCRATCHES FL A 173-NEGRO M,199,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,M,Linea,2,PLAYERA BÁSICA INFANTIL - SF SCRATCHES FL A 173-NEGRO
P00130-03448A-120-66,Store #7,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF CUADRICULADO V12 A 120-AZUL 2X,159,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA - VERANO 2012,MANGA CORTA,2X,Linea,2,PLAYERA BÁSICA INFANTIL - SF CUADRICULADO V12 A 120-AZUL
P90393-01655A-173-04,Store #29,0,,0,0,0,0,0,PLAYERA NIÑO MANGAS TATTOO - SF URBAN SYLE KID A 173-NEGRO 4,359,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2022,MANGA LARGA,4,Moda,1,PLAYERA NIÑO MANGAS TATTOO - SF URBAN SYLE KID A 173-NEGRO
P20671-00794A-066-06,Store #29,0,,0,0,0,0,0,PLAYERA NIÑO FULL PRINT - SF TELA RANAS A 066-GRIS 6,299,SEÑOR FROGS,CUELLO REDONDO,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2021,MANGA CORTA,6,Moda,1,PLAYERA NIÑO FULL PRINT - SF TELA RANAS A 066-GRIS
P73278-15709A-152-04,Store #16,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF BICYCLE SURF A 152-AMARILLO 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,INVIERNO 2023,MANGA CORTA,4,Linea,2,PLAYERA NIÑO ALGODÓN - SF BICYCLE SURF A 152-AMARILLO
P73278-02769A-417-06,Store #1,2,,0,24,0,0,0,PLAYERA NIÑO ALGODÓN - SF FROGENCIO KELLY CH A 417-MAMEY 6,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,6,Linea,2,PLAYERA NIÑO ALGODÓN - SF FROGENCIO KELLY CH A 417-MAMEY
P20671-01834A-023-04,Store #28,0,,0,0,0,0,0,PLAYERA NIÑO FULL PRINT - SF RIDE THE WAVE A 023-BLANCO 4,329,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2023,MANGA CORTA,4,Moda,1,PLAYERA NIÑO FULL PRINT - SF RIDE THE WAVE A 023-BLANCO
P99842-19176A-219-63,Store #2,0,,0,0,0,0,0,PLAYERA DE NIÑO - SF BAD BOY A 219-AZUL L,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2021,MANGA CORTA,L,Linea,2,PLAYERA DE NIÑO - SF BAD BOY A 219-AZUL
P74103-18348A-000-63,Store #11,0,,0,0,0,0,0,PLAYERA NIÑO JASPEADA - SF WEBAS P18 A 000-S/C L,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2024,MANGA CORTA,L,Linea,2,PLAYERA NIÑO JASPEADA - SF WEBAS P18 A 000-S/C
P91165-03199A-022-10,Store #12,0,,0,0,0,0,0,PLAY ÑO BICOLOR - SF FRANJA XTREME A 022-BEIGE 10,359,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2025,MANGA CORTA,10,Moda,1,PLAY ÑO BICOLOR - SF FRANJA XTREME A 022-BEIGE
P20671-00794A-066-04,Store #27,0,,0,0,0,0,0,PLAYERA NIÑO FULL PRINT - SF TELA RANAS A 066-GRIS 4,299,SEÑOR FROGS,CUELLO REDONDO,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2021,MANGA CORTA,4,Moda,1,PLAYERA NIÑO FULL PRINT - SF TELA RANAS A 066-GRIS
P99842-02096A-241-69,Store #29,0,,0,0,0,0,0,PLAYERA DE NIÑO - SF BIG WAVE A 241-VINO XL,309,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2022,MANGA CORTA,XL,Linea,2,PLAYERA DE NIÑO - SF BIG WAVE A 241-VINO
P00295-02491A-022-04,Store #25,0,,0,0,0,0,0,PLAYERA NIÑO PRINT - SF CRAYOLA SURFO A 022-BEIGE 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2024,MANGA CORTA,4,Moda,1,PLAYERA NIÑO PRINT - SF CRAYOLA SURFO A 022-BEIGE
P91165-01652A-081-04,Store #7,0,,0,0,0,0,0,PLAY ÑO BICOLOR - SF URBAN SPORT TEXTURE A 081-GRIS/VDE 4,329,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2022,MANGA CORTA,4,Moda,1,PLAY ÑO BICOLOR - SF URBAN SPORT TEXTURE A 081-GRIS/VDE
P00474-02118A-173-10,Store #24,0,,0,0,0,0,0,PLAY ÑO CINTA - SF TIPO CINTILLO A 173-NEGRO 10,329,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2023,MANGA CORTA,10,Moda,1,PLAY ÑO CINTA - SF TIPO CINTILLO A 173-NEGRO
P00148-00443A-211-04,Store #26,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF BEACH ONLY A 211-ROJO 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2020,MANGA CORTA,4,Linea,2,PLAYERA INFANTIL PREMIUM - SF BEACH ONLY A 211-ROJO
P99842-14135A-241-65,Store #12,0,,0,0,0,0,0,PLAYERA DE NIÑO - SF SPORT DEPARTMENT A 241-VINO S,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,INVIERNO 2023,MANGA CORTA,S,Linea,2,PLAYERA DE NIÑO - SF SPORT DEPARTMENT A 241-VINO
P00130-18577A-211-66,Store #26,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF COOL COLOR A 211-ROJO 2X,159,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,SIN TEMPORADA,MANGA CORTA,2X,Linea,2,PLAYERA BÁSICA INFANTIL - SF COOL COLOR A 211-ROJO
P99842-16110A-241-64,Store #16,0,,0,0,0,0,0,PLAYERA DE NIÑO - SF FRANKIE A 241-VINO M,309,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2021,MANGA CORTA,M,Linea,2,PLAYERA DE NIÑO - SF FRANKIE A 241-VINO
P00148-02586A-211-04,Store #2,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF HOOPER KID A 211-ROJO 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2024,MANGA CORTA,4,Linea,2,PLAYERA INFANTIL PREMIUM - SF HOOPER KID A 211-ROJO
P20416-01495A-198-04,Store #26,0,,0,0,0,0,0,PLAYERA NIÑO 2 TONOS - SF RANA RAYADA A 198-AZUL 4,319,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2022,MANGA CORTA,4,Moda,1,PLAYERA NIÑO 2 TONOS - SF RANA RAYADA A 198-AZUL
P99921-01837A-023-06,Store #16,0,,0,0,0,0,0,PLAY ÑO MANGA LARGA - SF WAVE CIRCULO A 023-BLANCO 6,359,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2023,MANGA LARGA,6,Moda,1,PLAY ÑO MANGA LARGA - SF WAVE CIRCULO A 023-BLANCO
P00148-02555A-265-08,Store #7,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF SKATEBOARDING A 265-GRIS 8,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2023,MANGA CORTA,8,Linea,2,PLAYERA INFANTIL PREMIUM - SF SKATEBOARDING A 265-GRIS
P20671-00826A-173-08,Store #8,0,,0,0,0,0,0,PLAYERA NIÑO FULL PRINT - SF COMIX A 173-NEGRO 8,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2021,MANGA CORTA,8,Moda,1,PLAYERA NIÑO FULL PRINT - SF COMIX A 173-NEGRO
P73278-02800A-017-04,Store #16,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF RANA GAMER FL A 017-AZUL 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2024,MANGA CORTA,4,Linea,2,PLAYERA NIÑO ALGODÓN - SF RANA GAMER FL A 017-AZUL
P00130-02472A-061-64,Store #2,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF CITY PLAZA A 061-ROSA M,199,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2024,MANGA CORTA,M,Linea,2,PLAYERA BÁSICA INFANTIL - SF CITY PLAZA A 061-ROSA
P73278-01022A-383-10,Store #13,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF SPRING BREAK 21 A 383-BEIGE 10,159,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2023,MANGA CORTA,10,Linea,2,PLAYERA NIÑO ALGODÓN - SF SPRING BREAK 21 A 383-BEIGE
P20416-01495A-198-08,Store #3,0,,0,,0,0,0,PLAYERA NIÑO 2 TONOS - SF RANA RAYADA A 198-AZUL 8,319,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2022,MANGA CORTA,8,Moda,1,PLAYERA NIÑO 2 TONOS - SF RANA RAYADA A 198-AZUL
P20416-03016A-023-08,Store #6,0,,0,0,0,0,0,PLAYERA NIÑO 2 TONOS - SF CRAYOLA SKETCH A 023-BLANCO 8,359,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2025,MANGA CORTA,8,Moda,1,PLAYERA NIÑO 2 TONOS - SF CRAYOLA SKETCH A 023-BLANCO
P01055-01512A-223-06,Store #27,0,,0,0,3,4,5,PLAYERA ÑO M LARGA - SF RANITA CODOS A 223-VERDE 6,379,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL BEBE MASCULINO,VERANO 2022,MANGA LARGA,6,Moda,1,PLAYERA ÑO M LARGA - SF RANITA CODOS A 223-VERDE
P73278-03390A-014-04,Store #13,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF SER POPULAR A 014-AZUL 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2025,MANGA CORTA,4,Linea,2,PLAYERA NIÑO ALGODÓN - SF SER POPULAR A 014-AZUL
P00130-01666A-173-65,Store #5,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF HAKUNA A 173-NEGRO S,199,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2022,MANGA CORTA,S,Linea,2,PLAYERA BÁSICA INFANTIL - SF HAKUNA A 173-NEGRO
P73278-02378A-383-08,Store #19,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF ALGO BIEN A 383-BEIGE 8,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,INVIERNO 2023,MANGA CORTA,8,Linea,2,PLAYERA NIÑO ALGODÓN - SF ALGO BIEN A 383-BEIGE
P20416-02265A-014-04,Store #8,0,,0,0,0,0,0,PLAYERA NIÑO 2 TONOS - SF SURFO PALMERAS A 014-AZUL 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,INVIERNO 2023,MANGA CORTA,4,Moda,1,PLAYERA NIÑO 2 TONOS - SF SURFO PALMERAS A 014-AZUL
P00130-03196A-201-66,Store #8,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF CARNAVAL CH 25 A 201-AZUL 2X,209,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2025,MANGA CORTA,2X,Linea,2,PLAYERA BÁSICA INFANTIL - SF CARNAVAL CH 25 A 201-AZUL
P00148-00118A-265-04,Store #2,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF 4 MUECAS A 265-GRIS 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,VERANO 2022,MANGA CORTA,4,Linea,2,PLAYERA INFANTIL PREMIUM - SF 4 MUECAS A 265-GRIS
P00130-02951A-223-69,Store #25,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF FROGENCIO 83 FL A 223-VERDE XL,199,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,XL,Linea,2,PLAYERA BÁSICA INFANTIL - SF FROGENCIO 83 FL A 223-VERDE
P00130-02247A-223-69,Store #1,3,,0,67,2,3,3,PLAYERA BÁSICA INFANTIL - SF FROGENCIO 83 A 223-VERDE XL,219,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,VERANO 2023,MANGA CORTA,XL,Linea,2,PLAYERA BÁSICA INFANTIL - SF FROGENCIO 83 A 223-VERDE
P00148-01495A-265-04,Store #8,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF RANA RAYADA A 265-GRIS 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,VERANO 2023,MANGA CORTA,4,Linea,2,PLAYERA INFANTIL PREMIUM - SF RANA RAYADA A 265-GRIS
P00130-03172A-224-65,Store #11,0,,0,0,2,4,6,PLAYERA BÁSICA INFANTIL - SF FROGS AUTHENTIC A 224-VERDE S,219,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2025,MANGA CORTA,S,Linea,2,PLAYERA BÁSICA INFANTIL - SF FROGS AUTHENTIC A 224-VERDE
P00148-02555A-265-10,Store #20,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF SKATEBOARDING A 265-GRIS 10,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,INVIERNO 2023,MANGA CORTA,10,Linea,2,PLAYERA INFANTIL PREMIUM - SF SKATEBOARDING A 265-GRIS
P73278-15709A-152-04,Store #22,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF BICYCLE SURF A 152-AMARILLO 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,INVIERNO 2023,MANGA CORTA,4,Linea,2,PLAYERA NIÑO ALGODÓN - SF BICYCLE SURF A 152-AMARILLO
P73278-00026A-017-10,Store #5,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF LOGO 3 MOTOS OUT A 017-AZUL 10,159,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,INVIERNO 2023,MANGA CORTA,10,Linea,2,PLAYERA NIÑO ALGODÓN - SF LOGO 3 MOTOS OUT A 017-AZUL
P20416-02728A-018-10,Store #11,0,,0,0,0,0,0,PLAYERA NIÑO 2 TONOS - SF CUADROS PLAYA A 018-AZUL 10,359,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,10,Moda,1,PLAYERA NIÑO 2 TONOS - SF CUADROS PLAYA A 018-AZUL
P99842-16110A-241-65,Store #5,0,,0,0,0,0,0,PLAYERA DE NIÑO - SF FRANKIE A 241-VINO S,309,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2021,MANGA CORTA,S,Linea,2,PLAYERA DE NIÑO - SF FRANKIE A 241-VINO
P99842-02602A-219-64,Store #5,0,,0,0,0,0,0,PLAYERA DE NIÑO - SF ROMBO VINTAGE OUT A 219-AZUL M,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,INVIERNO 2023,MANGA CORTA,M,Linea,2,PLAYERA DE NIÑO - SF ROMBO VINTAGE OUT A 219-AZUL
P00130-02950A-173-63,Store #30,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF VALLARTAZO 24 A 173-NEGRO L,209,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,L,Linea,2,PLAYERA BÁSICA INFANTIL - SF VALLARTAZO 24 A 173-NEGRO
P73278-02389A-017-06,Store #1,3,,0,60,2,6,6,PLAYERA NIÑO ALGODÓN - SF RANA GAMER A 017-AZUL 6,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2023,MANGA CORTA,6,Linea,2,PLAYERA NIÑO ALGODÓN - SF RANA GAMER A 017-AZUL
P00148-00443A-211-08,Store #13,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF BEACH ONLY A 211-ROJO 8,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,PRIMAVERA 2020,MANGA CORTA,8,Linea,2,PLAYERA INFANTIL PREMIUM - SF BEACH ONLY A 211-ROJO
P00148-18429A-211-06,Store #7,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF TIPO COMICA A 211-ROJO 6,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2018,MANGA CORTA,6,Linea,2,PLAYERA INFANTIL PREMIUM - SF TIPO COMICA A 211-ROJO
P73278-02608A-383-06,Store #23,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF SURF PARCHE A 383-BEIGE 6,159,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2023,MANGA CORTA,6,Linea,2,PLAYERA NIÑO ALGODÓN - SF SURF PARCHE A 383-BEIGE
P00130-03196A-201-69,Store #2,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF CARNAVAL CH 25 A 201-AZUL XL,209,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2025,MANGA CORTA,XL,Linea,2,PLAYERA BÁSICA INFANTIL - SF CARNAVAL CH 25 A 201-AZUL
P73290-03399A-023-63,Store #14,3,,0,24,0,0,0,COMBO PLAYERA Y PLUMONES - SF COLOREA COOL A 023-BLANCO L,329,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2025,MANGA CORTA,L,Moda,1,COMBO PLAYERA Y PLUMONES - SF COLOREA COOL A 023-BLANCO
P99921-01837A-023-06,Store #22,0,,0,0,0,0,0,PLAY ÑO MANGA LARGA - SF WAVE CIRCULO A 023-BLANCO 6,359,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2023,MANGA LARGA,6,Moda,1,PLAY ÑO MANGA LARGA - SF WAVE CIRCULO A 023-BLANCO
P73290-03399A-023-63,Store #21,0,,42,0,0,0,0,COMBO PLAYERA Y PLUMONES - SF COLOREA COOL A 023-BLANCO L,329,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2025,MANGA CORTA,L,Moda,1,COMBO PLAYERA Y PLUMONES - SF COLOREA COOL A 023-BLANCO
P00130-02815A-173-65,Store #18,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF MOTORCYCLES 2024 A 173-NEGRO S,199,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2024,MANGA CORTA,S,Linea,2,PLAYERA BÁSICA INFANTIL - SF MOTORCYCLES 2024 A 173-NEGRO
P73278-02769A-417-04,Store #9,2,,0,10,0,0,0,PLAYERA NIÑO ALGODÓN - SF FROGENCIO KELLY CH A 417-MAMEY 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,4,Linea,2,PLAYERA NIÑO ALGODÓN - SF FROGENCIO KELLY CH A 417-MAMEY
P73278-00026A-017-08,Store #8,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF LOGO 3 MOTOS OUT A 017-AZUL 8,159,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2023,MANGA CORTA,8,Linea,2,PLAYERA NIÑO ALGODÓN - SF LOGO 3 MOTOS OUT A 017-AZUL
P73278-02378A-383-06,Store #24,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF ALGO BIEN A 383-BEIGE 6,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2023,MANGA CORTA,6,Linea,2,PLAYERA NIÑO ALGODÓN - SF ALGO BIEN A 383-BEIGE
P73278-15104A-145-04,Store #7,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF KICK A 145-AZUL 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,INVIERNO 2023,MANGA CORTA,4,Linea,2,PLAYERA NIÑO ALGODÓN - SF KICK A 145-AZUL
P73278-02800A-017-04,Store #22,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF RANA GAMER FL A 017-AZUL 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2024,MANGA CORTA,4,Linea,2,PLAYERA NIÑO ALGODÓN - SF RANA GAMER FL A 017-AZUL
P99842-01668A-241-64,Store #4,0,,0,0,0,0,0,PLAYERA DE NIÑO - SF TIPO ARMY A 241-VINO M,309,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2022,MANGA CORTA,M,Linea,2,PLAYERA DE NIÑO - SF TIPO ARMY A 241-VINO
P73278-02980A-445-04,Store #10,2,,0,0,2,2,2,PLAYERA NIÑO ALGODÓN - SF FRANJA RANAS A 445-PISTACHE 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2025,MANGA CORTA,4,Linea,2,PLAYERA NIÑO ALGODÓN - SF FRANJA RANAS A 445-PISTACHE
P73278-02769A-417-08,Store #8,2,,0,9,0,0,0,PLAYERA NIÑO ALGODÓN - SF FROGENCIO KELLY CH A 417-MAMEY 8,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,8,Linea,2,PLAYERA NIÑO ALGODÓN - SF FROGENCIO KELLY CH A 417-MAMEY
P73278-02800A-017-08,Store #26,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF RANA GAMER FL A 017-AZUL 8,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2024,MANGA CORTA,8,Linea,2,PLAYERA NIÑO ALGODÓN - SF RANA GAMER FL A 017-AZUL
P20671-00826A-173-06,Store #13,0,,0,0,0,0,0,PLAYERA NIÑO FULL PRINT - SF COMIX A 173-NEGRO 6,299,SEÑOR FROGS,CUELLO REDONDO,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2021,MANGA CORTA,6,Moda,1,PLAYERA NIÑO FULL PRINT - SF COMIX A 173-NEGRO
